address_@type,address_addressRegion,@type,description,address_postalCode,telephone,address_addressLocality,name,image,address_streetAddress,@context
PostalAddress,CA,LocalBusiness,"Food pantry.Hours:1st and 3rd Thursday of the month12:30pm - 1:30pmFor more information, please call. ",90660,(562) 777-5134,Pico Rivera,Calvary Pico Rivera Community Outreach,https://www.foodpantries.org/gallery/37821_corys_kitche-Pico_R-90660_cqf.jpg,4211 Columbia Ave,https://schema.org
PostalAddress,CA,LocalBusiness,"Since 1963, MAOF has been providing comprehensive human services to all Californians through programs in early childhood education and family services, job-training, financial literacy, Food Bank, and senior lifestyle programs.Under Senior Department called SHIA. Please call for more information. ...",90640,(323) 890-9600,Montebello,Mexican American Opportunity Foudation - MAOF,https://www.foodpantries.org/gallery/no_photo_5.jpg,401 N Garfield Ave,https://schema.org
PostalAddress,CA,LocalBusiness,"Food Distribution Hour:Saturday9:00am to 12:00pmFor more information, please call....",90241,(562) 862-2438,Downey,Food Help,https://www.foodpantries.org/gallery/no_photo_7.jpg,10909 New Street,https://schema.org
PostalAddress,CA,LocalBusiness,"The Los Angeles Regional Food Bank provides food to low-income seniors (60+). Requirements: Income verification and picture identification are required to receive the food.Food Pantry Hours:4th Monday of every month9:00am - 11:00amFor more information, please call. ...",91733,(626) 575-5431,South El Monte,San Gabriel Valley Service Center ,https://www.foodpantries.org/gallery/no_photo_5.jpg,1441 Santa Anita Avenue,https://schema.org
PostalAddress,CA,LocalBusiness,"Regional Native American Food Bank serving all communities throughout  Southern California. We distribute 100 lb family pack program for  agencies support, aide with food distributions to local pantries,  homeless outreaches, support local government with emergency food  source, youth organizations,  and veteran support. HoursMonday - Friday8:00am - 4:00pmSaturday 8:00am - 2:00pmOpen most holidays.For more information, please call. ...",91733,(626) 442-4273,South El Monte,God Provides Food Bank - Native American Food Bank,https://www.foodpantries.org/gallery/no_photo_9.jpg,2453 Troy Ave.,https://schema.org
PostalAddress,CA,LocalBusiness,"Food Distribution Hours:Every Thursday 8:00am to 10:00amCanned foods, bread and meats....",90706,(562) 920-7796,Bellflower,St Dominic Savio Church,https://www.foodpantries.org/gallery/no_photo_7.jpg,13400 Bellflower BLVD,https://schema.org
PostalAddress,CA,LocalBusiness,"Hours:Monday - Thurday9:00am - 3:00pmEmergency Food Assistance; location in Ontario, Pomona, Claremont and San DimasEmergency Housing Program. For more information, please call. ",91768,(909) 622-3806,Pomona,Inland Valley Hope Partners,https://www.foodpantries.org/gallery/33605_inland-valley-hope-partners_phr.jpg,1753 N. Park Ave.,https://schema.org
PostalAddress,CA,LocalBusiness, The Human Services Program is devoted to providing programs and/or services that support individuals and families in resolving problems and improving their quality of life.  Some of our services include:      Uplifting the community by providing hunger relief through our bi-monthly Feeding our Friends distribution of food to needy families.     Implementing programs and/or services that satisfy gaps of need for the under-served.     Partnering with community leaders and organizations through the annual Christmas Collabo,91767,(909) 621-5369,Pomona,CUSH Foundation,https://www.foodpantries.org/gallery/33743_cush-foundation_pwd.png,2343 N. San Antonio Avenue,https://schema.org
PostalAddress,CA,LocalBusiness,"Serves: The greater Los Angeles and Inland Empire.  Free Lunch Program 100 lb Family Pack Program Group homes and sober living food support Pantries pick up program Direct support for LASD food outreaches.  Hours: Monday - Saturday 8:00am - 4:00pmFor more information, please call. ",91767,(626) 200-0356,Pomona,God Provides Ministry Food Bank,https://www.foodpantries.org/gallery/38335_god-provides-ministry-food-bank_xst.jfif,284 E. Holt Ave.,https://schema.org
PostalAddress,CA,LocalBusiness,"Monthly assistance food emergency program. Provides monthly assistance to homeless individuals or families and once-every-two-months assistance to those with an address. Participants are given a box of food generally including meat, bread, eggs, and miscellaneous foodstuffs, depending on availability. Bus vouchers are also available.Hours: Mondays through Fridays 8am to 12 noon, 1pm to 4pm. ",91767,(909) 623-1579,Pomona,Pomona Salvation Army Emergency Food,https://www.foodpantries.org/gallery/no_photo_10.jpg,490 E. La Verne Ave.,https://schema.org
PostalAddress,CA,LocalBusiness,"Emergency food assistanceWalk in at the specified time to receive food. Call to confirm current distribution times.Other Services1. Providing programs for at-risk youth;2. Educational and tutoring programs for all ages;3. Feeding those who need food;4. Conducting vocational training forDrop-outs, disadvantaged, and displaced individuals;5. Providing and developing jobs;6. Providing educational assistance;7. Providing housing for the homelessand low-moderate income individuals;8. Pr",91766,(909) 622-0094,Pomona,For Christ's Sake Economic Development Corporation Pomona,https://www.foodpantries.org/gallery/no_photo_9.jpg,727 W 12th Street,https://schema.org
PostalAddress,CA,LocalBusiness,"Clothing and Furniture Ministries and Food PantryPurpose Church distributes gently used furniture to families in need. Our church donates the items in clean, working condition, dressers, dining rooms sets, refrigerators, microwaves, and beds. The Clothing Room Hours: Tuesday 9:00am - 11:00amOffers gently used clothing, shoes and linens. Donations: May be dropped off during the week at our Administration Center.Monthly Homeless OutreachEvery third Saturday, volunteers help fe",91768,(909) 629-5277,Pomona,Purpose Church Food Pantry,https://www.foodpantries.org/gallery/38527_purpose-church-food-pantry_dmm.png,586 N. Main Street,https://schema.org
PostalAddress,CA,LocalBusiness,"Food Pantry Hours: 2nd Monday of Every Month10:00am - 12:00pmHOT BREAKFAST PROGRAMSServing the homeless once a monthProvide encouragement and counselingProvide supplies/toiletriesFAMILY PROGRAMSCounseling servicesFood PantryResource servicesReferral ServicesFor more information, please call. ",91766,(951) 212-2031,Pomona,Angels Who Care - White Avenue Baptist Church,https://www.foodpantries.org/gallery/38528_angels-who-care_kop.jpg,675 S. White Avenue,https://schema.org
PostalAddress,CA,LocalBusiness,"Our Food Security Program helps some 4,000 no and low income residents of the Inland Valley access high-quality, healthy food resources each month with 5 program centers located in Pomona, Ontario, San Dimas, Claremont and South Pomona plus 2 once/month food distributions in Upland and Chino.What We DoAt our sites,clients are provided with a 4-5 day supply of food every 30 days (homeless every two weeks). Families may also receive fresh produce through our partnership with Amy's Farm (a working farm that donates a sizeable",91761,(909) 622-3806,Pomona, Inland Valley Hope Partners - Sova Program Center,https://www.foodpantries.org/gallery/38530_sova-program-center_meb.jpg,1753 N Park Ave,https://schema.org
PostalAddress,CA,LocalBusiness,"Free Meals Hours:Sunday 2:00pmFood Pantry Hours:Sunday3:45pm At Helping Hands, Caring Hearts, we strive to show God's love in a practical way by serving home cooked meals to homeless men and women throughout the Pomona Valley on a weekly basis. For more information, please call. ",91769,(909) 973-2422,Pomona,Helping Hands Caring Hearts,https://www.foodpantries.org/gallery/38534_helping-hands-caring-hearts_zxt.jpg,480 W. Monterey Ave.,https://schema.org
PostalAddress,CA,LocalBusiness,"Requirements:Photo IDVerofocation of incomeProop of address Hours:Thursday9:30am - 3:30pmFor more information, please call. ",91768,(909) 622-3806,Pomona,Inland Valley Hope Partners Urban Mission Ourtreach,https://www.foodpantries.org/gallery/38898_ca_91768_inland-valley-hope-partners-urban-mission-ourtreach_xqy.jpg,810 South White Ave,https://schema.org
PostalAddress,CA,LocalBusiness,"Hours:Friday4:00pmFor more information, please call. ",,(909) 593-7070,Pomona,New Life Community,https://www.foodpantries.org/gallery/no_photo_7.jpg,275 E Foothill Blvd,https://schema.org
PostalAddress,CA,LocalBusiness,"Hours:Monday - Saturday8:00am - 4:00pm For more information, please call. ",91767,(626) 200-0356,Pomona,Pomona Valley Food Bank,https://www.foodpantries.org/gallery/39236_ca_91767_pomona-valley-food-bank_eni.jpg,284 E. Holt Ave,https://schema.org
PostalAddress,CA,LocalBusiness,"Provides a food pantry.  Pantry Hours: Every 1st and 3rd Thursday of the month 9:00am - 11:00amFor more information, please call. ",90278,(310) 370-4319,Redondo Beach,Project: NEEDS,https://www.foodpantries.org/gallery/24178_project:_needs_90278_ave.jpg,2600 Nelson Avenue,https://schema.org
PostalAddress,CA,LocalBusiness,Food Pantry Hours:Monday4:00pm to 6:00pmWe are a Christ-centered non profit established by Coast Christian Fellowship to help those in our community address the complex and challenging needs they face. Our hope is that participants in Lydia's House will be filled with hope and courage as they are equipped to overcome obstacles and walk in the fullness of their God-given destiny.We are currently partnering with the LA Food Bank to give out free groceries to those in need. As we expand we hope to grow in the services ...,90505,(310) 373-8573,Torrance,Coast Christian Fellowship,https://www.foodpantries.org/gallery/no_photo_3.jpg,4000 Pacific Coast Hwy,https://schema.org
PostalAddress,CA,LocalBusiness,"New Challenge Ministries runs a Food Bank for those individuals or families in need. Hours: Monday through Saturday10:30am - 12:00pmThis service is available to anyone and is not based upon religious affiliation. This is a program to serve the community and those in need. Food offered varies from day-to-day, but usually includes milk, eggs, cheese, bread, vegetables, fruits, and/or juices.For more information, please call. ...",90501,(310) 320-4171,Torrance,New Challenge Ministries Torrance,https://www.foodpantries.org/gallery/no_photo_8.jpg,21804 Halldale Ave.,https://schema.org
PostalAddress,CA,LocalBusiness,"Food pantry which provides groceries in InglewoodFood Pantry open for those in need: 10am to Noon, Tue and Fri. Donations can be dropped off between 9am to Noon, Tue and Fri....",90302,310-677-5597,Ingelwood,Food Pantry LAX,https://www.foodpantries.org/gallery/no_photo_1.jpg,355 E. Beach St.,https://schema.org
PostalAddress,CA,LocalBusiness,"Food pantry providing groceries to the needy. Hours:Tuesday and Thursday 9:00am - 12:00pm and 1:00pm - 3:00pmFor more information, please call. ...",90066,(310) 390-5034,Los Angeles,St. Gerard's Social Service Food Pantry,https://www.foodpantries.org/gallery/no_photo_6.jpg,4439 Inglewood Blvd.,https://schema.org
PostalAddress,CA,LocalBusiness,"For more information, please call....",90291,310 822-5410,Oakland,California Food and Justice Coalition,https://www.foodpantries.org/gallery/no_photo_2.jpg,398 60th St.,https://schema.org
PostalAddress,CA,LocalBusiness,"Our Food Security Program helps some 4,000 no and low income residents of the Inland Valley access high-quality, healthy food resources each month with 5 program centers located in Pomona, Ontario, San Dimas, Claremont and South Pomona plus 2 once/month food distributions in Upland and Chino.What We DoAt our sites,clients are provided with a 4-5 day supply of food every 30 days (homeless every two weeks). Families may also receive fresh produce through our partnership with Amy's Farm (a working farm that donates a sizeable",91773,(909) 599-1103,San Dimas,San Dimas Center,https://www.foodpantries.org/gallery/no_photo_8.jpg,110 E. Third Street,https://schema.org
PostalAddress,CA,LocalBusiness,"We are open to the public  for food and clothing service.Hours:Wednesday and Thursday5:00pm - 7:00pm You must have a residence address in  one of the ten (10) cities we serve: Azusa, Baldwin Park, Claremont,  Covina, Glendora, Hacienda Heights, La Puente, La Verne, San Dimas &  West Covina. Please bring proof of residence address on your first  visit, such as a driver's license or utility bill. There is no charge  for our services and you may return once per month for up to six months:  extended programs are...",91740,(626) 852-7630,Glendora,Shepherd's Pantry Glendora,https://www.foodpantries.org/gallery/no_photo_6.jpg,657 E. Arrow Highway,https://schema.org
PostalAddress,CA,LocalBusiness,"The people who utilize our services come from all walks of life. We all experience difficult times in our lives and sometimes we need a helping hand. More than 50% of the people we serve are experiencing a very temporary situation and just need a little help to get them through a rough time. Our volunteers genuinely love helping people and go out of their way to try to meet the needs of everyone we serve. The most rewarding part is the smiles and expressions of gratitude from those we serve.Hours:Wednesday, Thursday5:00pm - ...",91740,(626) 852-7630,Glendora,Shepherd's Pantry,https://www.foodpantries.org/gallery/no_photo_5.jpg,657 E. Arrow Highway,https://schema.org
PostalAddress,CA,LocalBusiness,"Our Food Security Program helps some 4,000 no and low income residents of the Inland Valley access high-quality, healthy food resources each month with 5 program centers located in Pomona, Ontario, San Dimas, Claremont and South Pomona plus 2 once/month food distributions in Upland and Chino.What We DoAt our sites,clients are provided with a 4-5 day supply of food every 30 days (homeless every two weeks). Families may also receive fresh produce through our partnership with Amy's Farm (a working farm that donates a sizeable...",91761,(909) 622-3806,Pomona, Inland Valley Hope Partners - Sova Program Center,https://www.foodpantries.org/gallery/no_photo_8.jpg,1753 N Park Ave,https://schema.org
PostalAddress,CA,LocalBusiness,"Hours:Monday - Thurday9:00am - 3:00pmEmergency Food Assistance; location in Ontario, Pomona, Claremont and San DimasEmergency Housing Program. For more information, please call. ...",91768,(909) 622-3806,Pomona,Inland Valley Hope Partners,https://www.foodpantries.org/gallery/no_photo_2.jpg,1753 N. Park Ave.,https://schema.org
PostalAddress,CA,LocalBusiness,"Hours:Friday4:00pmFor more information, please call. ...",,(909) 593-7070,Pomona,New Life Community,https://www.foodpantries.org/gallery/no_photo_5.jpg,275 E Foothill Blvd,https://schema.org
PostalAddress,CA,LocalBusiness,Free Food Distribution HoursSATURDAY 8:30am to 10:30am  No information will not be asked! Come and get your free grocery bag!,91340,(818) 403-6432,San Fernando,Lighthouse Foursquare,https://www.foodpantries.org/gallery/no_photo_3.jpg,622 N Maclay Ave.,https://schema.org
PostalAddress,CA,LocalBusiness,"Church on Pearl distributes food.Hours:Wednesday 2:30pm - 5:30pmGroceries and food for people in need. For more information, please call. ",90405,(310) 699-2777,Santa Monica,The Church on Pearl Food Pantry,https://www.foodpantries.org/gallery/no_photo_4.jpg,1520 Pearl Street,https://schema.org
PostalAddress,CA,LocalBusiness,This is a food pantry for those in need. Hours: Sunday2:00pm - 4:00pm,90404,310-450-0919,Santa Monica,Delaware Ave. SDA Food Pantry,https://www.foodpantries.org/gallery/1945_ca-delaware_ave_sda_food_pantry_bnu.jpg,1845 20th Street,https://schema.org
PostalAddress,CA,LocalBusiness,"Food pantry provided.Hours:Tuesday 2:30pm - 4:00pmFor more information, please call. ",90401,(310) 450-4050,Santa Monica,Ocean Park Community Center Food Pantry,https://www.foodpantries.org/gallery/no_photo_7.jpg,503 Olympic Blvd,https://schema.org
PostalAddress,CA,LocalBusiness,Food pantry for the needy.Hours:Tuesday 4:00pm - 5:30pm,90404,(310) 829-4411,Santa Monica,St. Anne's Social Service Food Pantry,https://www.foodpantries.org/gallery/1950_ca-st_annes_social_service_food_pantry_qel.jpg,2013 Colorado Ave.,https://schema.org
PostalAddress,CA,LocalBusiness,"This is a food pantry offered by the Salvation Army.HoursMonday, Tuesday, Wednesday and Friday9:00am - 11:00amFor more information, please call. ",90401,(310) 451-1358,Santa Monica,Santa Monica Salvation Army Food Pantry,https://www.foodpantries.org/gallery/1954_ca-santa_monica_salvation_army_food_pantry_uwt.jpg,1533 4th Street,https://schema.org
PostalAddress,CA,LocalBusiness,"Hours:Tuesday, Wednesday, Thursday, and Friday9:00am - 12:00pmFamily Center and Food Pantry serves working poor families and individuals with case management, groceries, emergency services, educational workshops, recreational opportunities that build family cohesion...",90291,310-396-6468,Venice,St. Joseph Center Food Pantry,https://www.foodpantries.org/gallery/no_photo_1.jpg,204 Hampton Dr.,https://schema.org
PostalAddress,CA,LocalBusiness,Church food pantry for the needy in Los Angeles. Hours:Sunday 12:30pm - 2:00pm....,90025,310-473-3135,Los Angeles,Faith Tabernacle Church Pantry,https://www.foodpantries.org/gallery/no_photo_4.jpg,2147 Purdue Ave.,https://schema.org
PostalAddress,CA,LocalBusiness,"For more information, please call....",90291,310 822-5410,Oakland,California Food and Justice Coalition,https://www.foodpantries.org/gallery/no_photo_9.jpg,398 60th St.,https://schema.org
PostalAddress,CA,LocalBusiness,"Food pantry providing groceries to the needy. Hours:Tuesday and Thursday 9:00am - 12:00pm and 1:00pm - 3:00pmFor more information, please call. ...",90066,(310) 390-5034,Los Angeles,St. Gerard's Social Service Food Pantry,https://www.foodpantries.org/gallery/no_photo_1.jpg,4439 Inglewood Blvd.,https://schema.org
PostalAddress,CA,LocalBusiness,"Food pantry which provides groceries to the needy.Hours:Mondays, Wednesdays and Fridays 9:00am - 11:45am....",90232,310-838-2477,Culver City,St. Augustine's S.A.V.E.S. Food Pantry,https://www.foodpantries.org/gallery/no_photo_3.jpg,3850 Jasmine Ave.,https://schema.org
PostalAddress,CA,LocalBusiness,"Regional Native American Food Bank serving all communities throughout  Southern California. We distribute 100 lb family pack program for  agencies support, aide with food distributions to local pantries,  homeless outreaches, support local government with emergency food  source, youth organizations,  and veteran support. HoursMonday - Friday8:00am - 4:00pmSaturday 8:00am - 2:00pmOpen most holidays.For more information, please call. ",91733,(626) 442-4273,South El Monte,God Provides Food Bank - Native American Food Bank,https://www.foodpantries.org/gallery/3832_god-provides-food-bank---native-american-food-bank_hek.jpg,2453 Troy Ave.,https://schema.org
PostalAddress,CA,LocalBusiness,"The Los Angeles Regional Food Bank provides food to low-income seniors (60+). Requirements: Income verification and picture identification are required to receive the food.Food Pantry Hours:4th Monday of every month9:00am - 11:00amFor more information, please call. ",91733,(626) 575-5431,South El Monte,San Gabriel Valley Service Center ,https://www.foodpantries.org/gallery/38181_san_gabriel_-South_-91733_soo.jpg,1441 Santa Anita Avenue,https://schema.org
PostalAddress,CA,LocalBusiness,"Distributes groceries.Hours:Tuesday and Thursday (except holidays)For more information, please call....",91731,(626) 579-2190,El Monte,Our Saviour Center Food Pantry,https://www.foodpantries.org/gallery/no_photo_3.jpg,4368 Santa Anita Ave,https://schema.org
PostalAddress,CA,LocalBusiness,"Hours:Tuesday and Thursday 10:00am to 1:00pmUnless it is a holiday.  Requirements: Picture ID requested.For more information, please call. ...",91731,(626) 579-2190,El Monte,Our Saviour Center Food Pantry,https://www.foodpantries.org/gallery/no_photo_7.jpg,4368 Santa Anita Ave.,https://schema.org
PostalAddress,CA,LocalBusiness,"Food pantry.Hours:1st and 3rd Thursday of the month12:30pm - 1:30pmFor more information, please call. ...",90660,(562) 777-5134,Pico Rivera,Calvary Pico Rivera Community Outreach,https://www.foodpantries.org/gallery/no_photo_10.jpg,4211 Columbia Ave,https://schema.org
PostalAddress,CA,LocalBusiness,"Hours:Friday5:00pm - 7:00pmFor more information, please call. ...",91706,(626) 671-0090,Baldwin Park,Shepherd's Pantry - Baldwin Park,https://www.foodpantries.org/gallery/no_photo_7.jpg,13020 Francissquito Ave,https://schema.org
PostalAddress,CA,LocalBusiness,"Since 1963, MAOF has been providing comprehensive human services to all Californians through programs in early childhood education and family services, job-training, financial literacy, Food Bank, and senior lifestyle programs.Under Senior Department called SHIA. Please call for more information. ...",90640,(323) 890-9600,Montebello,Mexican American Opportunity Foudation - MAOF,https://www.foodpantries.org/gallery/no_photo_6.jpg,401 N Garfield Ave,https://schema.org
PostalAddress,CA,LocalBusiness,"Hours:Monday - Friday9:00am - 1:00pmPLEASE NOTE THAT THE ENTRANCE IS ON THE TROOST SIDE OF THE PARKING LOT ONLYFor more information, please call.",91604,(818) 980-1657,Studio City,North Hollywood Interfaith Food Pantry,https://www.foodpantries.org/gallery/33744_stiqtzvjzk.png,4390 Colfax Avenue,https://schema.org
PostalAddress,CA,LocalBusiness,"Community Distribution Center (CDC) is an Emergency Feeding Organization (EFO) providing hunger relief to families living in poverty in the San Fernando Valley. CDC solicits and distributes more than 3 million pounds of food and non-food items annually impacting nearly18,000 people. CDC operates out of a large facility (former grocery store) located in Sun Valley, CA -we are open six days a week and provides one shopping cart full of approximately 200 pounds of food per visit, providing sustenance for a family of seven for a week.  Currently",91352,(818) 759-0616,Sun Valley,Community Distribution Center,https://www.foodpantries.org/gallery/33031_community-distribution-center_kiz.png,11350 Saticoy Street,https://schema.org
PostalAddress,CA,LocalBusiness,"New Challenge Ministries runs a Food Bank for those individuals or families in need. Hours: Monday through Saturday10:30am - 12:00pmThis service is available to anyone and is not based upon religious affiliation. This is a program to serve the community and those in need. Food offered varies from day-to-day, but usually includes milk, eggs, cheese, bread, vegetables, fruits, and/or juices.For more information, please call. ",90501,(310) 320-4171,Torrance,New Challenge Ministries Torrance,https://www.foodpantries.org/gallery/38616_new-challenge-ministries-torrance_pic.jpg,21804 Halldale Ave.,https://schema.org
PostalAddress,CA,LocalBusiness,Food Pantry Hours:Monday4:00pm to 6:00pmWe are a Christ-centered non profit established by Coast Christian Fellowship to help those in our community address the complex and challenging needs they face. Our hope is that participants in Lydia's House will be filled with hope and courage as they are equipped to overcome obstacles and walk in the fullness of their God-given destiny.We are currently partnering with the LA Food Bank to give out free groceries to those in need. As we expand we hope to grow in the services ,90505,(310) 373-8573,Torrance,Coast Christian Fellowship,https://www.foodpantries.org/gallery/38617_coast-christian-fellowship_cvx.jpg,4000 Pacific Coast Hwy,https://schema.org
PostalAddress,CA,LocalBusiness,"Provides a food pantry.  Pantry Hours: Every 1st and 3rd Thursday of the month 9:00am - 11:00amFor more information, please call. ...",90278,(310) 370-4319,Redondo Beach,Project: NEEDS,https://www.foodpantries.org/gallery/no_photo_7.jpg,2600 Nelson Avenue,https://schema.org
PostalAddress,CA,LocalBusiness,"Hours: Lunch Mononday - Thursday 12:00p Dinner 7 days a week 6;00pmFor more information, please call. ...",90813,(562) 591-1292,Long Beach,Long Beach Rescue Mission,https://www.foodpantries.org/gallery/no_photo_1.jpg,1430 Pacific Ave.,https://schema.org
PostalAddress,CA,LocalBusiness,"Office Hours:Monday through Friday9:00am - 12:00pm1:30pm - 3:30pmFood  stamps  eligibility  worker  on-site:  THURSDAY  1:30pm to 3:30pm. Utility assistance, food, clothing and transportation. Food Bank Hours:The last Thursday of the month 9:30am - 12:00pm; 1:30pm - 3:00pmFor more information, please call. ...",90813,(213) 251-3432,Long Beach,Catholic Charities Long Beach Community Service Center,https://www.foodpantries.org/gallery/no_photo_9.jpg,123 E. 14th Street,https://schema.org
PostalAddress,CA,LocalBusiness,"Food pantry which provides groceries in InglewoodFood Pantry open for those in need: 10am to Noon, Tue and Fri. Donations can be dropped off between 9am to Noon, Tue and Fri....",90302,310-677-5597,Ingelwood,Food Pantry LAX,https://www.foodpantries.org/gallery/no_photo_4.jpg,355 E. Beach St.,https://schema.org
PostalAddress,CA,LocalBusiness,BREAKFAST:Served EVERY DAY 7:00-8:00 amLUNCH:Served every Saturday 11:30 am-12:30 pm &amp; the last Sunday of every month 11:30 am-12:30 pmDINNER:Served every Monday- Friday 4:30-5:30 pmThe third Sunday of every month at 3:00 pm three Mother Teresa nuns and Father Scott will serve a wonderful meal.Other Services...,90802,562-432-1440,Long Beach,Christian Outreach In Action,https://www.foodpantries.org/gallery/no_photo_8.jpg,515 East Third Street,https://schema.org
PostalAddress,CA,LocalBusiness,"The VALLEY pantry is located on the north side of Vanowen St. one-half block east of Hayvenhurst Ave. Our building is located off the street behind a row of storefronts. Follow the driveway that is between Taqueria San Jose and Costa Azul Restaurant to our parking lot.  Pantry Hours:  Sunday  9:00 am - 12:00 noon (Open every Sunday except holiday weekends) Monday  10:00 am - 1:30 pm Tuesday  10:00 am - 1:30 pm Thursday 10:00 am - 1:30 pmFor more information, please call. ",91406,(818) 988-7682,Van Nuys,SOVA Valley Food Pantry,https://www.foodpantries.org/gallery/32318_ca-sova_valley_food_pantry_xju.gif,16439 Vanowen St,https://schema.org
PostalAddress,CA,LocalBusiness,"Prince of Peace hosts the West Valley Food Pantry, and serves meals to the homeless, within other services.West Valley Food Pantry Hours: Monday-Thursday 10:00am to 3:00pm Friday10:00am to 12:00pm They distribute USDA EFAP food, as well as a large supply of donated food items, free of charge to residents of the West San Fernando Valley. Please see their website for exact service area and directions. Meal&nbsp; for the Homeless Hours:2nd and 4th Saturday of the month5:00pm",91367,(818) 346-5554,Woodland Hills,Prince of Peace Episcopal Church - Food Pantry and Community Dinner,https://www.foodpantries.org/gallery/37296_west-valley-food-pantry_cbk.jpg,5700 Rudnick Ave ,https://schema.org
